,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,Area,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,Transaction_Price,Bathrooms,Furnishing,Parking,Year_built
12016,Dealer,1,1,1,BHK,720.0378967,0,1,"Malad (East),Lalitpur",19.1758,72.8643,7600000.0,1,Semi-Furnished,1,
12017,Dealer,0,0,4,BHK,3260.160835,1,1,"New Town,Kolkata",22.5922,88.484911,15000000.0,4,Semi-Furnished,1,2019.0
12018,Builder,1,1,3,BHK,148828.8288,0,0,"Sahakara Nagar,Bangalore",13.064,77.58,826000000.0,3,Semi-Furnished,1,
12019,Dealer,0,0,3,BHK,1764.9135190000004,1,1,"Sector-10/B Ulwe,Lalitpur",30.688668,76.847349,20000000.0,3,Semi-Furnished,1,2016.0
12020,Builder,1,1,3,BHK,1481.481481,0,0,"HSR Layout,Bangalore",12.91,77.64,10000000.0,3,Semi-Furnished,1,
12021,Dealer,0,0,2,BHK,820.0754469,1,1,"Virar West,Lalitpur",19.4559,72.8114,5000000.0,2,Semi-Furnished,1,2018.0
12022,Owner,0,0,2,BHK,1230.186894,1,1,"Vignana Nagar,Bangalore",12.973432,77.68242,5200000.0,2,Semi-Furnished,1,2017.0
12023,Dealer,0,0,2,BHK,1044.008995,1,1,"Lokhandwala Kandivali East,Lalitpur",19.1955,72.8728,13000000.0,2,Semi-Furnished,1,2016.0
12024,Dealer,0,0,2,BHK,1150.035386,1,1,"Sector-61 Noida,Noida",28.5942,77.3675,6500000.0,2,Semi-Furnished,1,2017.0
12025,Dealer,1,0,3,BHK,1825.37268,0,1,"PAL,Surat",21.17,72.83,6000000.0,3,Semi-Furnished,1,
12026,Dealer,1,1,3,BHK,873.1717966,0,0,"Kharghar,Mumbai",19.038205,73.06612,12000000.0,3,Semi-Furnished,1,
12027,Builder,1,1,2,BHK,649.0478041,0,0,"Khanda Colony,Mumbai",18.96667,72.83333,8350000.0,2,Semi-Furnished,1,
12028,Dealer,0,0,2,BHK,1180.03181,1,1,"Raheja Vihar,Maharashtra",18.930697,72.82609000000002,23000000.0,2,Semi-Furnished,1,2016.0
12029,Dealer,0,0,2,BHK,790.4761905,1,1,"Nanmangalam,Chennai",12.940685,80.177022,3320000.0000000005,2,Semi-Furnished,1,2010.0
12030,Dealer,0,0,3,BHK,1445.141662,1,1,"Sector-76 Noida,Noida",28.567633,77.383124,7600000.0,3,Semi-Furnished,1,2017.0
12031,Dealer,0,1,3,BHK,1625.094482,1,1,"Sector 80 Faridabad,Faridabad",28.381971000000004,77.347688,6450000.0,3,Semi-Furnished,1,2017.0
12032,Owner,0,0,2,BHK,1204.045593,1,1,"HBR Layout,Bangalore",13.037343,77.628291,7500000.0,2,Semi-Furnished,1,2016.0
12033,Dealer,0,1,2,BHK,1171.1371359999996,1,1,"Sector-100 Noida,Noida",28.542768,77.365736,6200000.0,2,Semi-Furnished,1,2018.0
12034,Builder,1,0,3,BHK,971.4285714,0,0,"Nettoor,Kochi",9.930471,76.271273,3400000.0,3,Semi-Furnished,1,
12035,Owner,0,0,2,BHK,1069.047619,1,1,"Sector-137 Noida,Noida",28.506454,77.40956800000002,4490000.0,2,Semi-Furnished,1,2010.0
12036,Owner,0,0,2,BHK,1220.188575,1,1,"NH-74,Rudrapur",28.97083,79.39721999999998,2200000.0,2,Semi-Furnished,1,2012.0
12037,Dealer,0,0,2,BHK,834.2857142999999,1,1,"Kestopur,Kolkata",22.605438,88.422084,2920000.0,2,Semi-Furnished,1,2011.0
12038,Dealer,0,0,3,BHK,1410.146174,1,1,"Akshaya Nagar,Bangalore",12.96991,77.59796,8200000.0,3,Semi-Furnished,1,2018.0
12039,Dealer,0,0,3,BHK,1637.660485,1,1,"Govind Puram,Ghaziabad",28.66667,77.41667,5740000.0,3,Semi-Furnished,1,2019.0
12040,Dealer,0,0,3,BHK,1686.874012,1,1,"Sector-93 A Noida,Noida",21.0,77.0,16000000.0,3,Semi-Furnished,1,2017.0
12041,Dealer,0,0,4,BHK,2838.328792,1,1,"Marine Drive,Kochi",9.9800255,76.27530300000002,25000000.0,4,Semi-Furnished,1,2016.0
12042,Dealer,0,0,3,BHK,1073.1916720000004,1,1,"Tilak Nagar,Maharashtra",19.068492000000006,72.898896,20000000.0,3,Semi-Furnished,1,2017.0
12043,Owner,0,1,2,BHK,1082.251082,1,1,"Modipuram,Meerut",28.9927,77.6824,4000000.0,2,Semi-Furnished,1,2011.0
12044,Owner,0,0,2,BHK,1200.135227,1,1,"Satindra Pally,Kolkata",22.65,88.34,3550000.0,2,Semi-Furnished,1,2013.0
12045,Dealer,1,1,2,BHK,10541.47465,0,1,"Ghodbunder Road,Lalitpur",24.69028,78.41889,9150000.0,2,Semi-Furnished,1,
12046,Dealer,0,1,3,BHK,1664.305949,1,1,"Nipania,Indore",22.760061,75.928572,4700000.0,3,Semi-Furnished,1,2010.0
12047,Owner,0,0,2,BHK,1254.045307,1,1,"Thanisandra,Bangalore",13.055985,77.622157,6200000.0,2,Semi-Furnished,1,2018.0
12048,Dealer,0,0,2,BHK,1100.009167,1,1,"Kolshet Road,Maharashtra",19.249861,72.96386600000002,12000000.0,2,Semi-Furnished,1,2017.0
12049,Dealer,1,1,2,BHK,707.1380921,0,0,"Tathawade,Pune",18.6182,73.7447,5300000.0,2,Semi-Furnished,1,
12050,Dealer,1,1,2,BHK,957.090445,0,1,"Bhumkar Nagar,Pune",18.52783,73.875757,6000000.0,2,Semi-Furnished,1,
12051,Dealer,1,0,3,BHK,1450.0,0,1,"Palanpur,Surat",21.17,72.83,4640000.0,3,Semi-Furnished,1,
12052,Dealer,0,1,2,BHK,1150.020721,1,1,"Sector-74 Noida,Noida",28.577673,77.389781,5550000.0,2,Semi-Furnished,1,2016.0
12053,Owner,0,0,3,BHK,1362.271993,1,1,"Bara Nagar,Kolkata",26.44017,88.995434,5900000.0,3,Semi-Furnished,1,2019.0
12054,Dealer,0,0,2,BHK,1110.095338,1,1,"Kharghar,Mumbai",19.038205,73.06612,8500000.0,2,Semi-Furnished,1,2018.0
12055,Owner,0,1,2,BHK,1045.178692,1,1,"Sector 70 Faridabad,Faridabad",28.340575,77.348933,3100000.0,2,Semi-Furnished,1,2014.0
12056,Dealer,1,1,2,BHK,950.0998004,0,1,"Sector 89 Faridabad,Faridabad",28.431903,77.36482099999998,2380000.0,2,Semi-Furnished,1,
12057,Dealer,0,0,1,BHK,670.0278625,1,1,"Khandeshwar,Mumbai",19.009356,73.095809,5050000.0,1,Semi-Furnished,1,2017.0
12058,Dealer,0,1,3,BHK,1818.482394,1,1,"Manpada,Mumbai",19.239813,72.962722,22000000.0,3,Semi-Furnished,1,2019.0
12059,Owner,0,0,2,BHK,1000.0,1,1,"Sardarnagar,Bhavnagar",21.765,72.13694,2500000.0,2,Semi-Furnished,1,2014.0
12060,Dealer,1,0,3,BHK,985.2216749,0,1,"Barasat,Kolkata",22.747639000000003,88.600902,2600000.0,3,Semi-Furnished,1,
12061,Dealer,0,1,3,BHK,1367.61488,1,1,"New Panvel,Lalitpur",18.966114,73.148278,10000000.0,3,Semi-Furnished,1,2019.0
12062,Dealer,0,0,2,BHK,850.3401361,1,1,"Sector-49 Noida,Noida",28.564519,77.366816,1500000.0,2,Semi-Furnished,1,2014.0
12063,Dealer,0,0,4,BHK,2141.491396,1,1,"Sector 77 Faridabad,Faridabad",28.368269,77.37273,5600000.0,4,Semi-Furnished,1,2017.0
12064,Dealer,0,1,3,BHK,1400.0,1,0,"Sector-77 Noida,Noida",28.568096,77.390253,7280000.0,3,Semi-Furnished,1,2018.0
12065,Owner,0,0,3,BHK,1450.0,1,1,"Civil Lines,Kanpur",28.67937,77.22608000000002,8700000.0,3,Semi-Furnished,1,2017.0
12066,Dealer,0,0,2,BHK,1161.369193,1,1,"Kalwar Road,Jaipur",26.9883,75.5846,1900000.0,2,Semi-Furnished,1,2010.0
12067,Owner,0,0,3,BHK,1331.1640289999998,1,1,"Bapu Nagar,Jaipur",26.889691,75.809058,9000000.0,3,Semi-Furnished,1,2016.0
12068,Owner,0,0,2,BHK,750.0986972000002,1,1,"Baguihati,Kolkata",22.617564,88.427982,3800000.0,2,Semi-Furnished,1,2013.0
12069,Dealer,0,1,3,BHK,1804.966096,1,1,"Powai,Mumbai",19.12,72.91,37000000.0,3,Semi-Furnished,1,2017.0
12070,Owner,0,0,2,BHK,1204.04765,1,1,"Wadgaon Sheri,Pune",18.549645,73.924971,9400000.0,2,Semi-Furnished,1,2019.0
12071,Owner,0,0,2,BHK,755.1553877,1,1,"Ariadaha,Kolkata",22.54111,88.33778000000002,2600000.0,2,Semi-Furnished,1,2014.0
12072,Dealer,0,0,1,BHK,550.0354862,1,1,"Sector-9 Ghansoli,Lalitpur",28.716907,77.12469899999998,6200000.0,1,Semi-Furnished,1,2017.0
12073,Dealer,0,1,2,BHK,1095.322676,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,3700000.0,2,Semi-Furnished,1,2011.0
12074,Owner,0,0,2,BHK,1120.042166,1,1,"Rajiv Nagar,Chennai",30.128184,74.197449,8500000.0,2,Semi-Furnished,1,2016.0
12075,Dealer,0,1,3,BHK,1663.46769,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,5200000.0,3,Semi-Furnished,1,2019.0
12076,Dealer,1,0,2,BHK,1000.0,0,1,"Simhachalam,Visakhapatnam",17.762595,83.221873,3600000.0,2,Semi-Furnished,1,
12077,Owner,0,1,2,BHK,780.2340702,1,1,"Jainpur Meerut,Meerut",28.939024,77.689176,1800000.0,2,Semi-Furnished,1,2010.0
12078,Owner,0,0,4,BHK,2856.201252,1,1,"Sahastradhara,Dehradun",30.382066,78.123734,26000000.0,4,Semi-Furnished,1,2016.0
12079,Dealer,0,0,1,BHK,500.0,1,1,"Naigaon (East),Mumbai",19.35269,72.864824,2130000.0,1,Semi-Furnished,1,2013.0
12080,Dealer,0,0,1,BHK,721.8913554,1,1,"Budigere,Bangalore",13.141581,77.749756,4000000.0,1,Semi-Furnished,1,2013.0
12081,Dealer,0,0,3,BHK,1471.361009,1,1,"BTM Layout,Bangalore",12.96991,77.59796,14000000.0,3,Semi-Furnished,1,2017.0
12082,Owner,0,0,2,BHK,1100.110011,1,1,"Doddakannelli,Bangalore",12.905538,77.694263,7000000.0,2,Semi-Furnished,1,2017.0
12083,Owner,0,0,2,BHK,1200.274348,1,1,"Sector-20 Panchkula,Panchkula",30.6665,76.8625,3500000.0,2,Semi-Furnished,1,2010.0
12084,Dealer,0,0,3,BHK,2180.232558,1,1,"Whitefield,Bangalore",12.9958935,77.761394,18000000.0,3,Semi-Furnished,1,2017.0
12085,Dealer,0,0,3,BHK,2039.72088,1,1,"Sector 82 Faridabad,Faridabad",28.394375,77.35722700000002,7600000.0,3,Semi-Furnished,1,2016.0
12086,Owner,0,0,3,BHK,1180.124224,1,1,"Mondal Ganthi,Kolkata",22.54111,88.33778000000002,5700000.0,3,Semi-Furnished,1,2019.0
12087,Owner,0,0,1,BHK,701.2622721,1,1,"Hathoj,Jaipur",26.96,75.6809,2000000.0,1,Semi-Furnished,1,2013.0
12088,Dealer,0,0,2,BHK,972.1608484,1,1,"Action Area I,Kolkata",22.54111,88.33778000000002,4400000.0,2,Semi-Furnished,1,2014.0
12089,Dealer,0,0,2,BHK,1224.204267,1,1,"Sunpharma Road,Vadodara",22.3,73.2,3500000.0,2,Semi-Furnished,1,2012.0
12090,Dealer,0,0,3,BHK,1150.020125,1,1,"Andheri (West),Mumbai",19.139348,72.820458,40000000.0,3,Semi-Furnished,1,2016.0
12091,Dealer,0,0,1,BHK,725.966682,1,1,"Tilak Nagar,Mumbai",19.068492000000006,72.898896,9500000.0,1,Semi-Furnished,1,2018.0
12092,Builder,1,1,2,BHK,805.1784022999999,0,0,"Patel Nagar,Bhopal",23.254675,77.498436,2550000.0,2,Semi-Furnished,1,
12093,Dealer,1,1,2,BHK,1094.420601,0,1,"Sector-88 Mohali,Mohali",30.684523,76.691728,5100000.0,2,Semi-Furnished,1,
12094,Dealer,1,1,2,BHK,594.0510035,0,0,"Mulund (West),Maharashtra",19.1759,72.9522,14000000.0,2,Semi-Furnished,1,
12095,Dealer,0,0,3,BHK,1265.111049,1,1,"Hulimavu,Bangalore",12.876691,77.59908,9000000.0,3,Semi-Furnished,1,2017.0
12096,Owner,1,1,2,BHK,807.9719903,0,1,"Mehrauli,Ghaziabad",28.51583,77.1775,3000000.0,2,Semi-Furnished,1,
12097,Owner,0,1,3,BHK,1350.0,1,1,"Bhayli,Vadodara",22.288976,73.128222,2700000.0,3,Semi-Furnished,1,2014.0
12098,Dealer,0,1,3,BHK,1695.269987,1,1,"Sector-77 Noida,Noida",28.568096,77.390253,8100000.0,3,Semi-Furnished,1,2016.0
12099,Dealer,0,0,2,BHK,900.0423549000002,1,1,"Clover Park,Pune",18.52361,73.84778,8500000.0,2,Semi-Furnished,1,2016.0
12100,Dealer,0,0,3,BHK,1619.87041,1,1,"Gariahat,Kolkata",22.517786,88.366066,18000000.0,3,Semi-Furnished,1,2019.0
12101,Owner,0,0,2,BHK,1178.054527,1,1,"Panchavati,Jamnagar",23.118635,70.022051,3500000.0,2,Semi-Furnished,1,2011.0
12102,Dealer,1,1,1,BHK,468.0187207,0,1,"Kolshet Road,Maharashtra",19.249861,72.96386600000002,7200000.0,1,Semi-Furnished,1,
12103,Dealer,0,0,3,BHK,1449.975834,1,1,"Law College Road,Pune",18.5115,73.8263,21000000.0,3,Semi-Furnished,1,2017.0
12104,Dealer,0,0,2,BHK,1092.028194,1,1,"Sector 19 Kharghar,Lalitpur",19.048979,73.078232,11000000.0,2,Semi-Furnished,1,2017.0
12105,Owner,0,0,2,BHK,1195.355191,1,1,"Thrikkakara,Kochi",9.930471,76.271273,3500000.0,2,Semi-Furnished,1,2014.0
12106,Dealer,1,1,2,BHK,826.3974972,0,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,14000000.0,2,Semi-Furnished,1,
12107,Dealer,1,1,4,BHK,2456.93307,0,1,"Gomti Nagar Extension,Lucknow",21.0,77.0,8700000.0,4,Semi-Furnished,1,
12108,Dealer,0,0,3,BHK,1294.915254,1,1,"Madhyamgram,Kolkata",22.7,88.45,3820000.0000000005,3,Semi-Furnished,1,2013.0
12109,Owner,0,1,3,BHK,1875.0,1,1,"Gangapuram,Ghaziabad",28.66667,77.41667,5100000.0,3,Semi-Furnished,1,2016.0
12110,Owner,0,0,3,BHK,1539.82825,1,1,"Jagatpura,Jaipur",26.832353,75.841749,5200000.0,3,Semi-Furnished,1,2016.0
12111,Dealer,1,1,1,BHK,724.1501416,0,1,"Dombivli (East),Maharashtra",19.2167,73.0833,4090000.0,1,Semi-Furnished,1,
12112,Owner,0,0,3,BHK,1575.091575,1,1,"Sector-78 Noida,Noida",28.560719,77.386208,8600000.0,3,Semi-Furnished,1,2018.0
12113,Owner,0,0,3,BHK,1440.092166,1,1,"Rajaji Puram,Lucknow",26.836478000000003,80.87261099999998,5000000.0,3,Semi-Furnished,1,2019.0
12114,Owner,1,0,2,BHK,899.7429306,0,1,"Vengaivasal,Chennai",12.89911,80.169,2800000.0,2,Semi-Furnished,1,
12115,Dealer,0,0,3,BHK,1500.272777,1,1,"J.P Nagar,Mysore",12.261327,76.644706,5500000.0,3,Semi-Furnished,1,2019.0
12116,Owner,0,0,4,BHK,2319.464371,1,1,"Bannerghatta Road,Bangalore",12.808137,77.58308000000002,9700000.0,4,Semi-Furnished,1,2017.0
12117,Dealer,0,0,3,BHK,2284.232621,1,1,"Wadala East,Mumbai",19.014858,72.8662,37000000.0,3,Semi-Furnished,1,2017.0
12118,Dealer,0,0,2,BHK,1248.275862,1,1,"Sector - 36 Rohtak,Rohtak",28.915079,76.619518,3620000.0000000005,2,Semi-Furnished,1,2013.0
12119,Dealer,1,0,3,BHK,1529.902643,0,1,"Baner,Pune",18.558319,73.77588,11000000.0,3,Semi-Furnished,1,
12120,Dealer,0,0,3,BHK,1641.0096119999996,1,1,"Lokhandwala Kandivali East,Maharashtra",19.1955,72.8728,21000000.0,3,Semi-Furnished,1,2018.0
12121,Owner,0,0,1,BHK,599.9250093999998,1,1,"Sector-52 Noida,Noida",28.588293,77.369224,3200000.0,1,Semi-Furnished,1,2010.0
12122,Dealer,0,0,5,BHK,5261.640479,1,1,"Sector-54 Gurgaon,Gurgaon",28.440728000000004,77.114195,73000000.0,5,Semi-Furnished,1,2018.0
12123,Dealer,0,0,2,BHK,1298.701299,1,1,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,5200000.0,2,Semi-Furnished,1,2016.0
12124,Dealer,1,1,1,BHK,625.0,0,1,"Naigaon (East),Mumbai",19.35269,72.864824,2940000.0,1,Semi-Furnished,1,
12125,Dealer,0,0,4,BHK,1210.0369380000004,1,1,"Malad (West),Lalitpur",19.1849,72.8347,19000000.0,4,Semi-Furnished,1,2016.0
12126,Owner,0,0,1,BHK,732.6304407,1,1,"Bannerghatta Road,Bangalore",12.808137,77.58308000000002,2710000.0,1,Semi-Furnished,1,2011.0
12127,Dealer,0,0,3,BHK,1265.822785,1,1,"Malad (West),Maharashtra",19.1849,72.8347,21000000.0,3,Semi-Furnished,1,2017.0
12128,Dealer,0,0,3,BHK,1650.1094460000004,1,1,"Kaspate Vasti,Pune",18.52361,73.84778,9800000.0,3,Semi-Furnished,1,2016.0
12129,Owner,0,0,2,BHK,1200.0,1,1,"Giriraj Main Road,Junagadh",28.776296,77.504595,1500000.0,2,Semi-Furnished,1,2010.0
12130,Dealer,0,0,2,BHK,720.3918932,1,1,"Charai,Maharashtra",18.247815,73.14496899999997,15000000.0,2,Semi-Furnished,1,2018.0
12131,Dealer,1,0,3,BHK,2185.593298,0,1,"Dollars Colony,Bangalore",15.346804,75.115177,24000000.0,3,Semi-Furnished,1,
12132,Dealer,1,1,2,BHK,655.0392757000002,0,1,"Tathawade,Pune",18.6182,73.7447,4920000.0,2,Semi-Furnished,1,
12133,Dealer,0,1,3,BHK,1479.8598949999996,1,1,"Indirapuram,Ghaziabad",28.63676,77.36315,8450000.0,3,Semi-Furnished,1,2018.0
12134,Dealer,1,1,3,BHK,1666.666667,0,0,"Sector-108 Gurgaon,Gurgaon",28.514348,76.983292,14000000.0,3,Semi-Furnished,1,
12135,Owner,0,0,2,BHK,995.0248756,1,1,"Sector 10,Sonipat",28.990399,77.059442,3200000.0,2,Semi-Furnished,1,2014.0
12136,Dealer,0,0,3,BHK,3844.208397,1,1,"Sector-65 Gurgaon,Gurgaon",28.403138,77.070052,38000000.0,3,Semi-Furnished,1,2018.0
12137,Dealer,1,1,1,BHK,617.0150987000002,0,1,"Goregaon (West),Mumbai",19.161955,72.839616,8500000.0,1,Semi-Furnished,1,
12138,Dealer,0,1,2,BHK,1057.753332,1,1,"kavesar,Mumbai",18.96667,72.83333,10000000.0,2,Semi-Furnished,1,2017.0
12139,Owner,0,0,3,BHK,1400.437637,1,1,"Mansarovar,Jaipur",26.8626,75.7633,3200000.0,3,Semi-Furnished,1,2011.0
12140,Owner,1,0,2,BHK,1250.0,0,1,"Nirmal Bag,Rishikesh",30.06583,78.274812,4200000.0,2,Semi-Furnished,1,
12141,Dealer,0,1,3,BHK,2521.273243,1,1,"Hadapsar,Pune",18.49667,73.94167,16000000.0,3,Semi-Furnished,1,2016.0
12142,Dealer,0,0,4,BHK,2200.236267,1,1,"Kundli,Sonipat",28.874383,77.113251,7450000.0,4,Semi-Furnished,1,2016.0
12143,Owner,0,0,2,BHK,1742.015761,1,1,"Junwani,Bhilai",21.201983,81.374348,4200000.0,2,Semi-Furnished,1,2012.0
12144,Dealer,1,1,2,BHK,1119.512195,0,0,"Zirakpur,Chandigarh",30.662283,76.822397,4590000.0,2,Semi-Furnished,1,
12145,Dealer,0,0,3,BHK,1518.178186,1,1,"Seawoods,Maharashtra",19.015277,73.01838199999997,19000000.0,3,Semi-Furnished,1,2019.0
12146,Owner,1,0,3,BHK,1650.520273,0,1,"Sector-74 Mohali,Mohali",30.708552,76.689052,4600000.0,3,Semi-Furnished,1,
12147,Dealer,1,0,2,BHK,927.7504105,0,1,"Derebail,Mangalore",12.909715,74.844226,3390000.0,2,Semi-Furnished,1,
12148,Dealer,0,1,2,BHK,1150.2838359999996,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,3850000.0,2,Semi-Furnished,1,2011.0
12149,Dealer,0,0,2,BHK,1045.057392,1,1,"Rajarhat,Kolkata",22.54111,88.33778000000002,6100000.0,2,Semi-Furnished,1,2018.0
12150,Dealer,0,0,3,BHK,1735.015773,1,1,"Gola Road,Patna",25.61,85.14139,9900000.0,3,Semi-Furnished,1,2016.0
12151,Owner,0,0,3,BHK,1645.303233,1,1,"Dodda Nekkundi,Bangalore",12.96991,77.59796,8600000.0,3,Semi-Furnished,1,2019.0
12152,Dealer,1,1,3,BHK,1557.197592,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,5690000.0,3,Semi-Furnished,1,
12153,Owner,0,0,4,BHK,2059.378754,1,1,"Yelahanka,Bangalore",13.11389,77.59833,12000000.0,4,Semi-Furnished,1,2019.0
12154,Builder,1,1,2,BHK,407.7253219,0,0,"Ambernath,Mumbai",18.96,72.82,2470000.0,2,Semi-Furnished,1,
12155,Owner,0,0,3,BHK,1300.191205,1,1,"Adityapur,Jamshedpur",22.7808,86.1522,3400000.0,3,Semi-Furnished,1,2012.0
12156,Dealer,0,1,3,BHK,1564.812857,1,1,"Sector-88 Mohali,Mohali",30.684523,76.691728,7400000.0,3,Semi-Furnished,1,2019.0
12157,Owner,1,1,4,BHK,2219.263205,0,1,"Sikar Road,Jaipur",27.61194,75.13972,5000000.0,4,Semi-Furnished,1,
12158,Dealer,0,1,4,BHK,3132.53012,1,1,"Sector-121 Mohali,Mohali",30.696627000000003,76.693764,13000000.0,4,Semi-Furnished,1,2017.0
12159,Owner,0,0,2,BHK,785.0834151,1,1,"Old Perungalathur,Chennai",12.9182,80.0824,4000000.0,2,Semi-Furnished,1,2011.0
12160,Dealer,0,0,3,BHK,1850.220264,1,1,"Peer muchulla sector20 panchkula,Chandigarh",30.660437,76.861517,4200000.0,3,Semi-Furnished,1,2013.0
12161,Owner,0,0,2,BHK,592.0496194,1,1,"Vasundhara,Ghaziabad",28.65998,77.37027900000002,4200000.0,2,Semi-Furnished,1,2013.0
12162,Dealer,0,1,3,BHK,1980.0,1,1,"Vaishali Nagar,Jaipur",26.91868,75.750399,7920000.0,3,Semi-Furnished,1,2017.0
12163,Dealer,0,0,3,BHK,1584.847313,1,1,"Medavakkam,Chennai",12.91716,80.19287,8200000.0,3,Semi-Furnished,1,2017.0
12164,Dealer,0,0,3,BHK,2225.886232,1,1,"Indra Nagar,Bangalore",13.088349,77.391049,27000000.0,3,Semi-Furnished,1,2017.0
12165,Dealer,0,0,3,BHK,1480.228378,1,1,"New Town,Kolkata",22.5922,88.484911,7000000.0,3,Semi-Furnished,1,2016.0
12166,Owner,0,0,3,BHK,1225.073164,1,1,"Sector-44 A chandigarh,Chandigarh",30.714837,76.751896,18000000.0,3,Semi-Furnished,1,2018.0
12167,Owner,0,0,1,BHK,647.0181902,1,1,"Nagavarapalya,Bangalore",12.96991,77.59796,2810000.0,1,Semi-Furnished,1,2014.0
12168,Dealer,1,1,3,BHK,909.5318943,0,0,"Kolshet Road,Maharashtra",19.249861,72.96386600000002,15000000.0,3,Semi-Furnished,1,
12169,Owner,0,0,1,BHK,550.0982318,1,1,"Honda showroom near,Pune",18.52361,73.84778,2800000.0,1,Semi-Furnished,1,2012.0
12170,Dealer,0,0,4,BHK,2360.346184,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,9000000.0,4,Semi-Furnished,1,2018.0
12171,Owner,0,0,2,BHK,664.0507093,1,1,"Munnu Khera,Lucknow",26.823489,80.858175,2200000.0,2,Semi-Furnished,1,2011.0
12172,Owner,0,0,3,BHK,1278.15945,1,1,"Subramanyapura,Bangalore",12.898461,77.52817900000002,8000000.0,3,Semi-Furnished,1,2017.0
12173,Owner,0,0,2,BHK,1075.037626,1,1,"Kereguddadahalli,Bangalore",13.079235,77.517166,5000000.0,2,Semi-Furnished,1,2018.0
12174,Owner,0,1,2,BHK,1025.125628,1,1,"Besa,Nagpur",21.080409,79.098334,5100000.0,2,Semi-Furnished,1,2016.0
12175,Dealer,0,0,3,BHK,1260.005929,1,1,"Banashankari,Bangalore",12.96991,77.59796,8500000.0,3,Semi-Furnished,1,2016.0
12176,Dealer,0,1,3,BHK,1303.538175,1,1,"Manpada,Lalitpur",24.69028,78.41889,14000000.0,3,Semi-Furnished,1,2017.0
12177,Builder,1,1,2,BHK,1000.0,0,0,"Zingabai Takli,Nagpur",21.033401,79.491924,3300000.0,2,Semi-Furnished,1,
12178,Dealer,0,0,3,BHK,1350.048216,1,1,"Rajiv Gandhi Nagar,Mumbai",18.460652,73.87053,21000000.0,3,Semi-Furnished,1,2017.0
12179,Dealer,0,0,2,BHK,1125.015801,1,1,"Bevarly Park,Lalitpur",24.69028,78.41889,8900000.0,2,Semi-Furnished,1,2016.0
12180,Owner,1,1,2,BHK,1173.269852,0,1,"Budigere,Bangalore",13.141581,77.749756,6900000.0,2,Semi-Furnished,1,
12181,Dealer,0,0,5,BHK,1677.279964,1,0,"Goregaon (East),Mumbai",19.1615,72.8731,59000000.0,5,Semi-Furnished,1,2017.0
12182,Dealer,1,1,3,BHK,1931.09197,0,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,6950000.0,3,Semi-Furnished,1,
12183,Dealer,0,0,2,BHK,1098.666667,1,1,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,4120000.0000000005,2,Semi-Furnished,1,2012.0
12184,Dealer,0,0,6,BHK,3000.0,1,1,"Lokhandwala Andheri West,Lalitpur",19.137628,72.824162,90000000.0,6,Semi-Furnished,2,2016.0
12185,Dealer,0,0,2,BHK,1225.769669,1,1,"Khar West,Lalitpur",19.0705,72.8309,43000000.0,2,Semi-Furnished,1,2018.0
12186,Dealer,0,0,2,BHK,1044.129236,1,1,"Dombivli (East),Maharashtra",19.2167,73.0833,5300000.0,2,Semi-Furnished,1,2019.0
12187,Dealer,0,0,3,BHK,1265.148488,1,1,"Mira Road,Maharashtra",19.283359,72.864964,9500000.0,3,Semi-Furnished,1,2017.0
12188,Owner,0,1,3,BHK,996.8669895,1,1,"Nallambakkam,Chennai",12.841795,80.133809,3500000.0,3,Semi-Furnished,1,2011.0
12189,Dealer,0,1,2,BHK,1013.824885,1,1,"Sector 77 Faridabad,Faridabad",28.368269,77.37273,3300000.0,2,Semi-Furnished,1,2014.0
12190,Owner,0,1,3,BHK,1664.201183,1,1,"Sector-70 Noida,Noida",28.59632,77.38143000000002,9000000.0,3,Semi-Furnished,1,2016.0
12191,Dealer,1,1,3,BHK,1715.492214,0,1,"ITPL,Bangalore",12.985786,77.73555999999998,13000000.0,3,Semi-Furnished,1,
12192,Dealer,1,0,3,BHK,2100.25203,0,1,"Sector-79 Mohali,Mohali",30.678174,76.712936,7500000.0,3,Semi-Furnished,1,
12193,Dealer,1,1,3,BHK,758.8692848,0,1,"Mulund (West),Mumbai",19.1759,72.9522,24000000.0,3,Semi-Furnished,1,
12194,Owner,0,0,2,BHK,1100.101626,1,1,"Pm Palem,Visakhapatnam",17.7,83.25,4330000.0,2,Semi-Furnished,1,2012.0
12195,Owner,0,0,2,BHK,927.1277582,1,1,"Ganapathipura,Bangalore",12.96991,77.59796,5000000.0,2,Semi-Furnished,1,2017.0
12196,Dealer,1,1,2,BHK,850.0380614000002,0,0,"Mira Road,Lalitpur",19.283359,72.864964,6700000.0,2,Semi-Furnished,1,
